high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,strike,expiration_timestamp,option_type,spread,spread_ratio,moneyness,intrinsic_value,mid_price_usd,arbitrage_opportunity
0.165,0.1596,0.165,ETH-29MAY26-2000-C,0.162,0.1655,6837.0,0.164127,1775654883633,3.3835,0.0,175.0,67.07,2260.23,ETH-29MAY26,2260.23,ETH,ETH,62570.15,0.16375,2000.0,1780041600000,call,0.003500000000000003,0.021374045801526735,0.8848656995084571,260.23,370.1126625,False
,,0.273,ETH-26JUN26-1700-C,0.279,0.2815,69.0,0.280614,1775654883633,,0.0,0.0,70.28,2260.23,ETH-26JUN26,2260.23,ETH,ETH,0.0,0.28025,1700.0,1782460800000,call,0.0024999999999999467,0.008920606601248694,0.7521358445821885,560.23,633.4294575,False
,,,ETH-12APR26-2200-C,0.038,0.0405,0.0,0.039638,1775654883633,,0.0,0.0,59.63,2260.23,index_price,2260.23,ETH,ETH,0.0,0.03925,2200.0,1775980800000,call,0.0025000000000000022,0.06369426751592362,0.9733522694593028,60.23000000000002,88.7140275,False
0.072,0.062,0.072,ETH-26JUN26-2600-C,0.0675,0.069,13025.0,0.068319,1775654883633,16.129,0.0,313.0,64.58,2260.23,ETH-26JUN26,2260.23,ETH,ETH,42868.39,0.06825,2600.0,1782460800000,call,0.0015000000000000013,0.021978021978021997,1.1503254093609943,0.0,154.26069750000002,False
0.0105,0.0065,0.0065,ETH-11APR26-2350-C,0.008,0.009,135.0,0.008404,1775654883633,-38.0952,0.0,138.0,64.9,2260.23,index_price,2260.23,ETH,ETH,2665.56,0.0085,2350.0,1775894400000,call,0.0009999999999999992,0.1176470588235293,1.039717196922437,0.0,19.211955000000003,False
0.1762,0.1756,0.1762,ETH-25DEC26-2600-C,0.1755,0.1775,952.0,0.176725,1775654883633,0.3417,0.0,175.0,66.07,2260.23,ETH-25DEC26,2260.23,ETH,ETH,69652.52,0.1765,2600.0,1798185600000,call,0.0020000000000000018,0.01133144475920681,1.1503254093609943,0.0,398.930595,False
,,0.218,ETH-29MAY26-2700-P,0.22,0.233,3.0,0.226151,1775654883633,,0.0,0.0,64.23,2260.23,ETH-29MAY26,2260.23,ETH,ETH,0.0,0.2265,2700.0,1780041600000,put,0.013000000000000012,0.05739514348785877,1.194568694336417,439.77,511.942095,False
,,0.147,ETH-10APR26-1850-C,0.179,0.186,68.0,0.181607,1775654883633,,0.0,0.0,114.5,2260.23,ETH-10APR26,2260.23,ETH,ETH,0.0,0.1825,1850.0,1775808000000,call,0.007000000000000006,0.03835616438356168,0.8185007720453228,410.23,412.49197499999997,False
0.0145,0.013,0.014,ETH-12APR26-2200-P,0.0125,0.013,61.0,0.0128,1775654883633,7.6923,0.0,61.0,59.63,2260.23,index_price,2260.23,ETH,ETH,1895.76,0.012750000000000001,2200.0,1775980800000,put,0.0004999999999999987,0.0392156862745097,0.9733522694593028,0.0,28.8179325,False
0.0355,0.0121,0.0305,ETH-24APR26-2400-C,0.0295,0.03,23075.0,0.029882,1775654883633,144.0,0.0,4692.0,64.38,2260.23,ETH-24APR26,2260.23,ETH,ETH,306938.56,0.02975,2400.0,1777017600000,call,0.0005000000000000004,0.016806722689075647,1.0618388394101486,0.0,67.2418425,False
0.076,0.046,0.071,ETH-29MAY26-2400-C,0.071,0.0725,11599.0,0.071791,1775654883633,54.3478,0.0,71.0,64.33,2260.23,ETH-29MAY26,2260.23,ETH,ETH,10786.56,0.07175,2400.0,1780041600000,call,0.0015000000000000013,0.020905923344947754,1.0618388394101486,0.0,162.1715025,False
,,,ETH-12APR26-2075-P,0.0027,0.003,0.0,0.002846,1775654883633,,0.0,0.0,64.68,2260.23,index_price,2260.23,ETH,ETH,0.0,0.00285,2075.0,1775980800000,put,0.0002999999999999999,0.10526315789473681,0.9180481632400243,0.0,6.4416555,False
0.1935,0.1675,0.1675,ETH-24APR26-2600-P,0.1515,0.1845,82.0,0.160765,1775654883633,-13.4367,0.0,2.0,65.65,2260.23,ETH-24APR26,2260.23,ETH,ETH,800.68,0.16799999999999998,2600.0,1777017600000,put,0.033,0.19642857142857145,1.1503254093609943,339.77,379.71863999999994,False
0.0295,0.0035,0.0295,ETH-12APR26-2225-C,0.0315,0.0335,3.0,0.032558,1775654883633,742.8571,0.0,3.0,59.26,2260.23,index_price,2260.23,ETH,ETH,140.44,0.0325,2225.0,1775980800000,call,0.0020000000000000018,0.06153846153846159,0.9844130907031585,35.23000000000002,73.457475,False
,,0.505,ETH-25DEC26-3000-P,0.4225,0.429,707.0,0.426244,1775654883633,,0.0,0.0,66.0,2260.23,ETH-25DEC26,2260.23,ETH,ETH,0.0,0.42574999999999996,3000.0,1798185600000,put,0.006500000000000006,0.015267175572519099,1.3272985492626856,739.77,962.2929224999999,False
0.0044,0.0043,0.0044,ETH-12APR26-2100-P,0.0036,0.0039,43.0,0.003827,1775654883633,0.0,0.0,43.0,63.02,2260.23,index_price,2260.23,ETH,ETH,422.55,0.00375,2100.0,1775980800000,put,0.0002999999999999999,0.07999999999999999,0.9291089844838799,0.0,8.4758625,False
,,,ETH-10APR26-2600-P,0.1435,0.179,0.0,0.150744,1775654883633,,0.0,0.0,92.81,2260.23,ETH-10APR26,2260.23,ETH,ETH,0.0,0.16125,2600.0,1775808000000,put,0.035500000000000004,0.22015503875968995,1.1503254093609943,339.77,364.4620875,False
0.299,0.2355,0.2355,ETH-25SEP26-2500-P,0.2325,0.2355,2959.0,0.233615,1775654883633,-21.2375,0.0,33.0,65.52,2260.23,ETH-25SEP26,2260.23,ETH,ETH,18544.37,0.23399999999999999,2500.0,1790323200000,put,0.002999999999999975,0.012820512820512714,1.1060821243855714,239.76999999999998,528.89382,False
0.0235,0.022,0.022,ETH-26JUN26-3200-C,0.0225,0.0235,13850.0,0.023092,1775654883633,-6.383,0.0,89.0,65.23,2260.23,ETH-26JUN26,2260.23,ETH,ETH,4528.13,0.023,3200.0,1782460800000,call,0.0010000000000000009,0.04347826086956526,1.4157851192135313,0.0,51.98529,False
0.029,0.021,0.0215,ETH-26JUN26-1600-P,0.0205,0.0215,6595.0,0.021044,1775654883633,-25.8621,0.0,100.0,71.94,2260.23,ETH-26JUN26,2260.23,ETH,ETH,5434.61,0.020999999999999998,1600.0,1782460800000,put,0.0009999999999999974,0.0476190476190475,0.7078925596067657,0.0,47.46482999999999,False
0.02,0.0195,0.0195,ETH-26JUN26-3100-C,0.027,0.028,704.0,0.02763,1775654883633,-2.5,0.0,10.0,65.0,2260.23,ETH-26JUN26,2260.23,ETH,ETH,406.76,0.0275,3100.0,1782460800000,call,0.0010000000000000009,0.0363636363636364,1.3715418342381085,0.0,62.156325,False
0.2635,0.2375,0.2635,ETH-26MAR27-2300-C,0.2625,0.2655,81.0,0.264048,1775654883633,10.9474,0.0,59.0,67.1,2260.23,ETH-26MAR27,2260.23,ETH,ETH,34753.83,0.264,2300.0,1806048000000,call,0.0030000000000000027,0.011363636363636373,1.0175955544347257,0.0,596.70072,False
,,,ETH-10APR26-2800-P,0.231,0.2665,0.0,0.238924,1775654883633,,0.0,0.0,109.45,2260.23,ETH-10APR26,2260.23,ETH,ETH,0.0,0.24875000000000003,2800.0,1775808000000,put,0.035500000000000004,0.14271356783919598,1.23881197931184,539.77,562.2322125000001,False
0.161,0.145,0.149,ETH-29MAY26-2450-P,0.1435,0.1465,844.0,0.144481,1775654883633,-7.4534,0.0,331.0,64.21,2260.23,ETH-29MAY26,2260.23,ETH,ETH,110659.35,0.145,2450.0,1780041600000,put,0.0030000000000000027,0.020689655172413814,1.0839604818978599,189.76999999999998,327.73335,False
0.0255,0.0205,0.0245,ETH-17APR26-2350-C,0.0235,0.024,1079.0,0.023709,1775654883633,-3.9216,0.0,1080.0,63.8,2260.23,ETH-17APR26,2260.23,ETH,ETH,53955.13,0.02375,2350.0,1776412800000,call,0.0005000000000000004,0.021052631578947385,1.039717196922437,0.0,53.680462500000004,False
,,0.3745,ETH-29MAY26-2900-P,0.2745,0.3285,2.0,0.300646,1775654883633,,0.0,0.0,64.62,2260.23,ETH-29MAY26,2260.23,ETH,ETH,0.0,0.3015,2900.0,1780041600000,put,0.05399999999999999,0.1791044776119403,1.2830552642872628,639.77,681.459345,False
,,,ETH-26JUN26-1200-C,0.4755,0.4785,0.0,0.477411,1775654883633,,0.0,0.0,82.56,2260.23,ETH-26JUN26,2260.23,ETH,ETH,0.0,0.477,1200.0,1782460800000,call,0.0030000000000000027,0.0062893081761006345,0.5309194197050743,1060.23,1078.12971,False
,,0.2095,ETH-29MAY26-1750-C,0.246,0.2515,96.0,0.248238,1775654883634,,0.0,0.0,70.9,2260.23,ETH-29MAY26,2260.23,ETH,ETH,0.0,0.24875,1750.0,1780041600000,call,0.005500000000000005,0.022110552763819114,0.7742574870698999,510.23,562.2322125,False
0.0955,0.03,0.0885,ETH-10APR26-2050-C,0.0915,0.0945,15110.0,0.093556,1775654883634,195.0,0.0,141.0,74.59,2260.23,ETH-10APR26,2260.23,ETH,ETH,14707.12,0.093,2050.0,1775808000000,call,0.0030000000000000027,0.03225806451612906,0.9069873419961685,210.23000000000002,210.20139,True
,,,ETH-24APR26-3100-P,0.3605,0.406,0.0,0.371415,1775654883634,,0.0,0.0,74.85,2260.23,ETH-24APR26,2260.23,ETH,ETH,0.0,0.38325,3100.0,1777017600000,put,0.04550000000000004,0.11872146118721473,1.3715418342381085,839.77,866.2331475,False
0.015,0.0047,0.0049,ETH-24APR26-1800-P,0.0047,0.005,17097.0,0.004825,1775654883634,-67.3333,0.0,3521.0,76.75,2260.23,ETH-24APR26,2260.23,ETH,ETH,51276.73,0.00485,1800.0,1777017600000,put,0.0002999999999999999,0.061855670103092765,0.7963791295576114,0.0,10.962115500000001,False
0.019,0.002,0.012,ETH-9APR26-2250-C,0.013,0.014,2307.0,0.013568,1775654883634,500.0,0.0,2634.0,61.03,2260.23,index_price,2260.23,ETH,ETH,89059.11,0.0135,2250.0,1775721600000,call,0.0010000000000000009,0.07407407407407414,0.9954739119470143,10.230000000000018,30.513105,False
0.0275,0.014,0.0145,ETH-17APR26-2100-P,0.0135,0.014,911.0,0.013761,1775654883634,-47.2727,0.0,326.0,66.65,2260.23,ETH-17APR26,2260.23,ETH,ETH,13970.88,0.01375,2100.0,1776412800000,put,0.0005000000000000004,0.0363636363636364,0.9291089844838799,0.0,31.0781625,False
0.0205,0.0043,0.0055,ETH-9APR26-2225-P,0.005,0.0055,521.0,0.005111,1775654883634,-73.1707,0.0,546.0,61.61,2260.23,index_price,2260.23,ETH,ETH,10255.21,0.0052499999999999995,2225.0,1775721600000,put,0.0004999999999999996,0.09523809523809516,0.9844130907031585,0.0,11.866207499999998,False
0.0285,0.0186,0.028,ETH-29MAY26-2800-C,0.027,0.028,3363.0,0.02776,1775654883634,50.5376,0.0,360.0,64.39,2260.23,ETH-29MAY26,2260.23,ETH,ETH,22474.46,0.0275,2800.0,1780041600000,call,0.0010000000000000009,0.0363636363636364,1.23881197931184,0.0,62.156325,False
0.007,0.0009,0.0046,ETH-11APR26-2400-C,0.0046,0.0049,140.0,0.004785,1775654883634,411.1111,0.0,152.0,67.13,2260.23,index_price,2260.23,ETH,ETH,864.92,0.00475,2400.0,1775894400000,call,0.0002999999999999999,0.0631578947368421,1.0618388394101486,0.0,10.7360925,False
0.0585,0.0125,0.0585,ETH-10APR26-2125-C,0.059,0.063,646.0,0.061725,1775654883634,333.3333,0.0,1493.0,66.64,2260.23,ETH-10APR26,2260.23,ETH,ETH,91943.31,0.061,2125.0,1775808000000,call,0.0040000000000000036,0.06557377049180334,0.9401698057277357,135.23000000000002,137.87403,False
0.017,0.006,0.015,ETH-24APR26-2550-C,0.0145,0.0155,3574.0,0.014898,1775654883634,150.0,0.0,1525.0,65.16,2260.23,ETH-24APR26,2260.23,ETH,ETH,47661.94,0.015,2550.0,1777017600000,call,0.0009999999999999992,0.06666666666666661,1.1282037668732827,0.0,33.90345,False
0.131,0.129,0.129,ETH-25DEC26-3000-C,0.129,0.131,1486.0,0.130067,1775654883634,-1.5267,0.0,20.0,66.0,2260.23,ETH-25DEC26,2260.23,ETH,ETH,5851.19,0.13,3000.0,1798185600000,call,0.0020000000000000018,0.015384615384615398,1.3272985492626856,0.0,293.8299,False
0.155,0.11,0.155,ETH-24APR26-1950-C,0.1465,0.15,1215.0,0.149344,1775654883634,40.9091,0.0,3.0,70.73,2260.23,ETH-24APR26,2260.23,ETH,ETH,845.13,0.14825,1950.0,1777017600000,call,0.003500000000000003,0.023608768971332232,0.8627440570207456,310.23,335.0790975,False
0.0785,0.0785,0.0785,ETH-24APR26-2350-P,0.075,0.077,2601.0,0.075717,1775654883634,0.0,0.0,11.0,64.29,2260.23,ETH-24APR26,2260.23,ETH,ETH,1943.25,0.076,2350.0,1777017600000,put,0.0020000000000000018,0.026315789473684233,1.039717196922437,89.76999999999998,171.77748,False
,,0.2734,ETH-26MAR27-2100-C,0.298,0.305,56.0,0.300281,1775654883634,,0.0,0.0,67.52,2260.23,ETH-26MAR27,2260.23,ETH,ETH,0.0,0.3015,2100.0,1806048000000,call,0.007000000000000006,0.023217247097844135,0.9291089844838799,160.23000000000002,681.459345,False
0.1925,0.1925,0.1925,ETH-25DEC26-2200-P,0.191,0.194,1959.0,0.192487,1775654883634,0.0,0.0,5.0,66.66,2260.23,ETH-25DEC26,2260.23,ETH,ETH,2173.36,0.1925,2200.0,1798185600000,put,0.0030000000000000027,0.015584415584415598,0.9733522694593028,0.0,435.09427500000004,False
,,0.1677,ETH-10APR26-2400-P,0.0585,0.072,80.0,0.064569,1775654883634,,0.0,0.0,70.32,2260.23,ETH-10APR26,2260.23,ETH,ETH,0.0,0.06525,2400.0,1775808000000,put,0.013499999999999991,0.2068965517241378,1.0618388394101486,139.76999999999998,147.4800075,False
,,0.3595,ETH-25SEP26-1500-C,0.384,0.387,338.0,0.386117,1775654883634,,0.0,0.0,71.11,2260.23,ETH-25SEP26,2260.23,ETH,ETH,0.0,0.3855,1500.0,1790323200000,call,0.0030000000000000027,0.007782101167315182,0.6636492746313428,760.23,871.318665,False
0.0065,0.005,0.0055,ETH-12APR26-2400-C,0.0055,0.006,60.0,0.005886,1775654883634,-8.3333,0.0,60.0,61.73,2260.23,index_price,2260.23,ETH,ETH,846.5,0.00575,2400.0,1775980800000,call,0.0005000000000000004,0.08695652173913052,1.0618388394101486,0.0,12.9963225,False
0.2865,0.2865,0.2865,ETH-26JUN26-2800-P,0.276,0.284,6044.0,0.27977,1775654883634,0.0,0.0,1.0,64.59,2260.23,ETH-26JUN26,2260.23,ETH,ETH,642.86,0.28,2800.0,1782460800000,put,0.007999999999999952,0.028571428571428397,1.23881197931184,539.77,632.8644,False
,,0.2395,ETH-25DEC26-2100-C,0.26,0.264,686.0,0.261836,1775654883634,,0.0,0.0,66.95,2260.23,ETH-25DEC26,2260.23,ETH,ETH,0.0,0.262,2100.0,1798185600000,call,0.0040000000000000036,0.015267175572519097,0.9291089844838799,160.23000000000002,592.18026,False
,,,ETH-12APR26-2275-P,0.0265,0.028,0.0,0.027338,1775654883634,,0.0,0.0,59.09,2260.23,index_price,2260.23,ETH,ETH,0.0,0.02725,2275.0,1775980800000,put,0.0015000000000000013,0.05504587155963308,1.00653473319087,14.769999999999982,61.5912675,False
0.076,0.062,0.074,ETH-25SEP26-3100-C,0.075,0.0765,874.0,0.076004,1775654883634,19.3548,0.0,146.0,65.41,2260.23,ETH-25SEP26,2260.23,ETH,ETH,24501.76,0.07575,3100.0,1790323200000,call,0.0015000000000000013,0.01980198019801982,1.3715418342381085,0.0,171.2124225,False
0.0725,0.05,0.05,ETH-25SEP26-1600-P,0.05,0.0515,1802.0,0.050978,1775654883634,-31.0345,0.0,59.0,69.86,2260.23,ETH-25SEP26,2260.23,ETH,ETH,7768.21,0.05075,1600.0,1790323200000,put,0.0014999999999999944,0.029556650246305306,0.7078925596067657,0.0,114.70667250000001,False
0.045,0.0375,0.0375,ETH-17APR26-2250-P,0.0365,0.0375,475.0,0.036814,1775654883634,-12.7907,0.0,526.0,63.91,2260.23,ETH-17APR26,2260.23,ETH,ETH,49768.38,0.037,2250.0,1776412800000,put,0.0010000000000000009,0.027027027027027053,0.9954739119470143,0.0,83.62850999999999,False
,,0.0965,ETH-25DEC26-3300-C,0.103,0.1045,391.0,0.103875,1775654883634,,0.0,0.0,66.05,2260.23,ETH-25DEC26,2260.23,ETH,ETH,0.0,0.10375,3300.0,1798185600000,call,0.0015000000000000013,0.014457831325301219,1.4600284041889542,0.0,234.4988625,False
0.11,0.092,0.092,ETH-26JUN26-2100-P,0.0825,0.084,1275.0,0.083036,1775654883634,-16.3636,0.0,9.0,65.96,2260.23,ETH-26JUN26,2260.23,ETH,ETH,2075.24,0.08325,2100.0,1782460800000,put,0.0015000000000000013,0.018018018018018032,0.9291089844838799,0.0,188.1641475,False
0.0155,0.0115,0.014,ETH-10APR26-2275-C,0.014,0.015,41.0,0.014518,1775654883634,-6.6667,0.0,64.0,63.15,2260.23,ETH-10APR26,2260.23,ETH,ETH,1965.34,0.014499999999999999,2275.0,1775808000000,call,0.0009999999999999992,0.06896551724137925,1.00653473319087,0.0,32.773334999999996,False
0.01,0.01,0.01,ETH-12APR26-2350-C,0.0095,0.0105,2.0,0.00996,1775654883634,0.0,0.0,2.0,60.19,2260.23,index_price,2260.23,ETH,ETH,45.21,0.01,2350.0,1775980800000,call,0.0010000000000000009,0.10000000000000009,1.039717196922437,0.0,22.6023,False
,,0.497,ETH-25DEC26-1200-C,0.5125,0.5155,290.0,0.514278,1775654883634,,0.0,0.0,73.8,2260.23,ETH-25DEC26,2260.23,ETH,ETH,0.0,0.514,1200.0,1798185600000,call,0.0030000000000000027,0.005836575875486387,0.5309194197050743,1060.23,1161.75822,False
,,,ETH-26MAR27-2500-P,0.2985,0.304,0.0,0.302424,1775654883634,,0.0,0.0,66.85,2260.23,ETH-26MAR27,2260.23,ETH,ETH,0.0,0.30125,2500.0,1806048000000,put,0.005500000000000005,0.018257261410788397,1.1060821243855714,239.76999999999998,680.8942875,False
0.038,0.0345,0.0345,ETH-25DEC26-1200-P,0.032,0.0335,1761.0,0.032752,1775654883634,-9.2105,0.0,10.0,73.8,2260.23,ETH-25DEC26,2260.23,ETH,ETH,786.03,0.03275,1200.0,1798185600000,put,0.0015000000000000013,0.045801526717557293,0.5309194197050743,0.0,74.0225325,False
0.0665,0.056,0.0625,ETH-29MAY26-2450-C,0.0635,0.0645,4554.0,0.064011,1775654883634,11.6071,0.0,47.0,64.21,2260.23,ETH-29MAY26,2260.23,ETH,ETH,6739.84,0.064,2450.0,1780041600000,call,0.0010000000000000009,0.015625000000000014,1.0839604818978599,0.0,144.65472,False
0.084,0.0635,0.0635,ETH-24APR26-2300-P,0.062,0.063,5337.0,0.062364,1775654883634,-24.4048,0.0,50.0,64.34,2260.23,ETH-24APR26,2260.23,ETH,ETH,8520.06,0.0625,2300.0,1777017600000,put,0.0010000000000000009,0.016000000000000014,1.0175955544347257,39.76999999999998,141.264375,False
0.2335,0.232,0.2335,ETH-29MAY26-1800-C,0.228,0.233,71.0,0.230105,1775654883634,0.6466,0.0,3.0,70.01,2260.23,ETH-29MAY26,2260.23,ETH,ETH,1580.79,0.2305,1800.0,1780041600000,call,0.0050000000000000044,0.021691973969631254,0.7963791295576114,460.23,520.983015,False
0.0535,0.038,0.038,ETH-26JUN26-1800-P,0.038,0.039,5353.0,0.038418,1775654883634,-28.3019,0.0,411.0,68.82,2260.23,ETH-26JUN26,2260.23,ETH,ETH,37462.96,0.0385,1800.0,1782460800000,put,0.0010000000000000009,0.025974025974025997,0.7963791295576114,0.0,87.018855,False
0.0022,0.0022,0.0022,ETH-12APR26-2050-P,0.0019,0.0023,1.0,0.002103,1775654883634,0.0,0.0,1.0,66.33,2260.23,index_price,2260.23,ETH,ETH,4.94,0.0021,2050.0,1775980800000,put,0.00039999999999999996,0.19047619047619047,0.9069873419961685,0.0,4.746483,False
0.0275,0.009,0.022,ETH-24APR26-2450-C,0.0235,0.024,6046.0,0.023785,1775654883634,131.5789,0.0,1057.0,64.5,2260.23,ETH-24APR26,2260.23,ETH,ETH,47925.44,0.02375,2450.0,1777017600000,call,0.0005000000000000004,0.021052631578947385,1.0839604818978599,0.0,53.680462500000004,False
,,0.0915,ETH-29MAY26-2050-P,0.053,0.0545,2985.0,0.053596,1775654883634,,0.0,0.0,66.49,2260.23,ETH-29MAY26,2260.23,ETH,ETH,0.0,0.05375,2050.0,1780041600000,put,0.0015000000000000013,0.02790697674418607,0.9069873419961685,0.0,121.4873625,False
0.1625,0.1625,0.1625,ETH-25DEC26-2700-C,0.162,0.164,1227.0,0.16342,1775654883634,0.0,0.0,82.0,65.98,2260.23,ETH-25DEC26,2260.23,ETH,ETH,29813.62,0.163,2700.0,1798185600000,call,0.0020000000000000018,0.01226993865030676,1.194568694336417,0.0,368.41749000000004,False
0.0335,0.0046,0.027,ETH-11APR26-2225-C,0.0295,0.0315,175.0,0.030647,1775654883634,486.9565,0.0,217.0,63.69,2260.23,index_price,2260.23,ETH,ETH,13038.56,0.0305,2225.0,1775894400000,call,0.0020000000000000018,0.06557377049180334,0.9844130907031585,35.23000000000002,68.937015,False
,,0.208,ETH-25SEP26-2000-C,0.238,0.241,3220.0,0.239994,1775654883634,,0.0,0.0,66.9,2260.23,ETH-25SEP26,2260.23,ETH,ETH,0.0,0.2395,2000.0,1790323200000,call,0.0030000000000000027,0.012526096033402934,0.8848656995084571,260.23,541.325085,False
0.0415,0.0175,0.0375,ETH-24APR26-2350-C,0.0365,0.0375,9681.0,0.037194,1775654883635,114.2857,0.0,1499.0,64.29,2260.23,ETH-24APR26,2260.23,ETH,ETH,95152.96,0.037,2350.0,1777017600000,call,0.0010000000000000009,0.027027027027027053,1.039717196922437,0.0,83.62850999999999,False
,,0.4955,ETH-25DEC26-2900-P,0.39,0.395,191.0,0.393219,1775654883635,,0.0,0.0,65.97,2260.23,ETH-25DEC26,2260.23,ETH,ETH,0.0,0.3925,2900.0,1798185600000,put,0.0050000000000000044,0.012738853503184724,1.2830552642872628,639.77,887.1402750000001,False
0.0235,0.013,0.0215,ETH-29MAY26-2900-C,0.021,0.022,949.0,0.021721,1775654883635,59.2593,0.0,336.0,64.62,2260.23,ETH-29MAY26,2260.23,ETH,ETH,16159.83,0.0215,2900.0,1780041600000,call,0.0009999999999999974,0.046511627906976626,1.2830552642872628,0.0,48.594944999999996,False
0.2255,0.2255,0.2255,ETH-25DEC26-2300-P,0.216,0.219,373.0,0.217498,1775654883635,0.0,0.0,1.0,66.5,2260.23,ETH-25DEC26,2260.23,ETH,ETH,506.64,0.2175,2300.0,1798185600000,put,0.0030000000000000027,0.013793103448275874,1.0175955544347257,39.76999999999998,491.600025,False
0.176,0.1755,0.176,ETH-25DEC26-2100-P,0.168,0.17,692.0,0.16916,1775654883635,0.2849,0.0,252.0,66.95,2260.23,ETH-25DEC26,2260.23,ETH,ETH,99110.12,0.169,2100.0,1798185600000,put,0.0020000000000000018,0.011834319526627229,0.9291089844838799,0.0,381.97887000000003,False
0.0021,0.0017,0.0021,ETH-12APR26-2500-C,0.002,0.0023,42.0,0.002183,1775654883635,23.5294,0.0,42.0,66.82,2260.23,index_price,2260.23,ETH,ETH,198.35,0.00215,2500.0,1775980800000,call,0.0002999999999999999,0.1395348837209302,1.1060821243855714,0.0,4.8594945,False
0.025,0.008,0.0085,ETH-24APR26-1900-P,0.008,0.0085,5959.0,0.008382,1775654883635,-66.0,0.0,1333.0,72.46,2260.23,ETH-24APR26,2260.23,ETH,ETH,34018.18,0.00825,1900.0,1777017600000,put,0.0005000000000000004,0.060606060606060656,0.8406224145330342,0.0,18.6468975,False
